"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
55742,"2016-02-07 23:10:39","Male","Yes","Black or Black British - African","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Uganda","","LLB","solicitor","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1724,-1.2616,0.16092,"Managers",40,5,1,12,5,5,3,6,2,12,7,5,-1.08667,18,,,,32,-1.2793,
6832,"2012-03-18 10:59:28","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Management Trainee","Transportation Trades","As an applicant for a job outside of my current organisation","1 to 2 years",797,0.01465,-0.05885,"Graduates",40,5,3,12,11,5,4,6,4,12,7,62,1.11773,29,,,,54,0.49955,
57048,"2016-02-25 11:34:57","Female","No","Other ethnic group, please specify below","Cypriot","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","BSc","ACA/ACCA Trainee","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1506,-0.17556,-0.43473,"UK General Population",40,5,2,12,9,5,4,6,6,12,8,50,0.03007,29,,,,50,-0.21973,
36392,"2014-07-21 17:32:11","Male","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","Blind or partially sighted","United Kingdom","","Master Degree","Trade Counter Assistant","Retail Sales","As an applicant for a job outside of my current organisation","5 to 7 years",1236,-1.15587,-1.45196,"UK General Population",40,5,0,12,5,5,0,6,5,12,3,1,-1.31005,13,,,,25,-1.74988,
10326,"2012-11-15 08:54:17","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1392,0.04448,-0.84428,"Graduates",40,5,2,12,11,5,4,6,5,12,4,49,0.95531,26,,,,50,0.10269,
34418,"2014-05-03 10:04:12","Female","Yes","Asian or Asian British - Bangladeshi","","35-39 years","Muslim","","No","United Kingdom","","Other","Barrister","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1580,0.20085,-0.757,"Senior Management",40,5,3,12,8,5,4,6,4,12,5,26,0.00029,24,,,,44,-0.18469,
10476,"2012-11-14 16:45:14","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Lithuania","","A-Level Scottish Highers or equivalent","N/A","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.03197,0.24932,"Graduates",40,5,4,12,5,5,4,6,2,12,9,36,-0.61208,24,,,,47,-0.22822,
35307,"2014-06-12 15:52:25","Male","Yes","White - Irish","","40-44 years","Other religion, please specify below","catholic","No","Ireland","","Other","CDM","Other","As an applicant for a job in my current organisation","5 to 7 years",1785,-1.55812,-0.29939,"UK General Population",40,5,1,12,2,5,1,6,4,12,6,1,-1.7868,14,,,,25,-1.72161,
38966,"2015-01-05 02:21:11","Male","Yes","Asian or Asian British - Any other Asian Background","","40-44 years","No religion","","No","United Kingdom","","Master Degree","Service Architect","Information Technology Professional","As an applicant for a job outside of my current organisation","16 to 20 years",1800,0.25782,-0.35512,"Senior Management",40,5,3,12,10,5,4,6,4,12,7,48,0.37887,28,,,,50,0.29653,
1694,"2012-12-09 19:43:28","Female","Yes","Asian or Asian British - Indian","","16-19 years","Prefer not to say","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","None of the above","1 to 2 years",1679,-0.44567,-0.08956,"Hogan Lovells Graduates",40,5,2,12,6,5,3,6,3,12,8,2,-0.5405,22,,,,26,-0.49709,
13886,"2012-12-11 12:35:59","Male","Yes","White - Irish","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Ireland","","BEng","Paddy Power Quants Graduate Program","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1796,-0.00408,0.8145,"UK General Population",40,5,3,12,11,5,4,6,4,12,10,84,0.92839,32,,,,60,0.74564,
55084,"2016-01-18 08:33:25","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Director","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1720,0.31917,0.29432,"UK General Population",40,5,4,12,8,5,4,6,4,12,8,79,0.34645,28,,,,58,0.5077,
10266,"2012-10-22 12:16:42","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BSc","First Degree- All discipline","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1278,0.14037,0.45423,"Graduates",40,5,2,12,7,5,3,6,5,12,9,40,-0.36323,26,,,,48,-0.0932,
31057,"2014-03-13 10:31:11","","","","","","","","","","","Prefer not to say","Test","Prefer not to say","None of the above","Prefer not to say",2737,2.07399,1.86101,"Bank of England Graduate & Internship Applicants 2014",40,5,5,12,12,5,5,6,6,12,12,99,1.68661,40,,,,83,2.95791,
14476,"2013-02-08 15:54:18","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1801,-0.6022,-0.90597,"Executive Search candidates (UK)",40,5,2,12,8,5,2,6,3,12,4,19,-0.00567,19,,,,40,-0.42519,
46722,"2015-02-06 16:06:52","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1614,0.40967,0.49547,"Executive Search candidates (UK)",40,5,5,12,11,5,4,6,4,12,9,84,1.29038,33,,,,59,1.06938,
20694,"2013-10-02 11:54:26","Male","Yes","White - British","","16-19 years","No religion","","Dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.8649,-0.35506,"Bank of England Graduate & Internship Applicants 2013",40,5,5,12,9,5,5,6,3,12,7,38,-0.28596,29,,,,48,0.01372,
12427,"2013-04-06 14:22:29","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1696,0.12168,1.2762,"UK General Population",40,5,3,12,9,5,5,6,3,12,11,82,0.19319,31,,,,59,0.65485,
45140,"2016-03-20 20:20:02","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Senior Development Underwriter","Other","As an applicant for a job outside of my current organisation","11 to 15 years",1775,0.23366,-0.59798,"UK General Population",40,5,2,12,4,5,4,6,4,12,6,14,-1.29737,20,,,,39,-0.94922,
1201,"2012-03-27 15:38:19","Female","Yes","Asian or Asian British - Indian","","20-24 years","Sikh","","No","India","","BA","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",960,-0.31309,0.84811,"Hogan Lovells Graduates",40,5,5,12,11,5,2,6,5,12,8,33,1.1486,31,,,,45,0.70925,
52127,"2015-08-24 22:15:11","Male","Yes","White - British","","30-34 years","Jewish","","No","United Kingdom","","Other","assistant solicitor","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,-0.64628,-0.80976,"Managers",40,5,4,12,9,5,2,6,3,12,5,36,0.49756,23,,,,47,-0.25775,
35912,"2014-12-19 15:18:16","Female","No","Asian or Asian British - Pakistani","","20-24 years","Muslim","","No","Pakistan","","Higher Education Certificate or Diploma","sales coordinator","Customer Service","For professional development","Less than 1 year",1800,-0.58108,-1.69137,"UK General Population",28,5,1,12,5,5,2,6,5,0,0,5,-0.71314,13,,,,34,-1.24257,
41799,"2014-11-19 15:07:11","Male","No","White - Any other White Background","","25-29 years","Prefer not to say","","No","Finland","","Master Degree","Lecturer","Other","As an applicant for a job outside of my current organisation","Prefer not to say",1511,1.51483,1.11806,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,10,5,5,6,5,12,10,98,0.79466,34,,,,70,1.64873,
22949,"2014-04-07 15:33:19","Male","Yes","Asian or Asian British - Chinese","","16-19 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1667,0.77906,1.18181,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,7,5,4,6,5,12,10,86,-0.0341,29,,,,60,0.93223,
51545,"2015-08-13 10:17:47","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1447,1.02195,1.7541,"Managers",40,5,4,12,8,5,5,6,4,12,12,91,0.12654,33,,,,62,1.23906,
45561,"2015-09-10 13:47:21","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Senior underwriter","Other","As an applicant for a job outside of my current organisation","26 years or more",1800,0.62559,-1.08747,"UK General Population",39,5,5,12,8,5,4,6,3,11,4,46,-0.30989,24,,,,49,-0.26874,
1863,"2013-01-24 10:37:04","Female","Yes","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1597,0.01891,-0.02341,"Hogan Lovells Graduates",40,5,5,12,10,5,3,6,3,12,7,5,0.21789,28,,,,31,0.14679,
42439,"2014-10-25 13:52:50","Female","Yes","White - British","","40-44 years","Other religion, please specify below","Humanism - not a religion but a belief system ","No","United Kingdom","","Other","Solicitor","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1800,1.29509,0.63702,"UK General Population",40,5,4,12,11,5,5,6,5,12,9,96,0.96036,34,,,,67,1.28579,
4672,"2015-12-29 18:05:41","Female","Yes","White - Any other White Background","","20-24 years","Prefer not to say","","No","Australia","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1797,0.25175,1.73085,"Hogan Lovells Graduates",40,5,4,12,9,5,2,6,6,12,12,59,0.43916,33,,,,52,0.9892,
2634,"2014-01-22 22:25:22","Female","No","White - British","","20-24 years","Jewish","","Disability, special need or medical condition not listed above","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1215,-0.71661,0.63418,"Hogan Lovells Graduates",40,5,3,12,10,5,2,6,4,12,8,9,0.82354,27,,,,35,0.27675,
23282,"2014-05-16 20:19:22","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","France","","Master Degree","First Degree Graduate","Engineer","As an applicant for a job outside of my current organisation","Less than 1 year",1796,0.78674,0.16832,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,9,5,5,6,4,12,8,73,0.33874,29,,,,56,0.63997,
43408,"2014-10-21 23:21:04","Male","Yes","Asian or Asian British - Indian","","35-39 years","Hindu","","No","United Kingdom","","Other","Dentist","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1800,0.0601,-1.10985,"UK General Population",34,5,3,12,4,4,2,6,6,7,2,1,-1.71843,17,,,,28,-1.41792,
29629,"2014-02-02 12:45:45","Female","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","Master Degree","Director of Nursing/Quality","Medical Professional","None of the above","26 years or more",1800,0.30652,-0.49451,"Public Sector Managers",40,5,4,12,9,5,3,6,5,12,7,50,0.55837,28,,,,51,0.15112,
55516,"2016-01-30 19:55:36","Female","Yes","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","A-Level Scottish Highers or equivalent","student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,-0.80937,0.62855,"Graduates",40,5,1,12,12,5,4,6,3,12,9,67,1.5247,29,,,,55,0.59382,
27702,"2013-12-15 21:07:13","Male","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","Higher Education Certificate or Diploma","Interim Health and Safety Manager","Consultant","As an applicant for a job in my current organisation","8 to 10 years",1790,-0.13526,-0.66762,"Public Sector Managers",40,5,3,12,8,5,3,6,4,12,6,27,-0.30481,24,,,,44,-0.40397,
43861,"2014-11-09 23:02:51","Male","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","GCSE or equivalent","field surveyor","Other","As an applicant for a job outside of my current organisation","Prefer not to say",1443,-0.896,-0.91561,"UK General Population",40,5,2,12,9,5,1,6,5,12,4,21,0.03305,21,,,,42,-0.68793,
52176,"2015-08-24 18:34:48","Female","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","Master Degree","None","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-0.44395,-0.1604,"Managers",40,5,2,12,9,5,2,6,4,12,6,47,0.47739,23,,,,50,0.05251,
5622,"2011-12-29 14:52:00","Female","Yes","Asian or Asian British - Indian","","40-44 years","Sikh","","No","United Kingdom","","LLB","Miss","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1658,-0.1642,0.1085,"Public Sector Managers",40,5,2,12,5,5,3,6,4,12,7,21,-1.05069,21,,,,42,-0.58889,
31394,"2014-04-15 10:57:21","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","United Kingdom","","Master Degree","lawyer","Legal Professional","As an applicant for a job outside of my current organisation","8 to 10 years",1800,-0.09364,0.32607,"UK General Population",40,5,3,12,11,5,3,6,4,12,8,82,1.06069,29,,,,59,0.67032,
30185,"2014-02-18 04:42:16","Female","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","United Kingdom","","Other","Associate ","Legal Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1702,0.68729,-0.20659,"Managers",40,5,4,12,11,5,4,6,5,12,8,78,1.12767,32,,,,58,0.7817,
